drug_name,reaction_name,count
MIRENA,Paraesthesia,1
MIRENA,Post procedural discomfort,1
MIRENA,Pregnancy with contraceptive device,1
MIRENA,Psychological trauma,1
MIRENA,Stress,1
MIRENA,Uterine haemorrhage,1
MIRENA,Vaginal haemorrhage,1
MIRTAZAPINE,Aggression,1
NEXPLANON,Implant site pruritus,1
NEXPLANON,Medical device complication,1
NICOTINE,Drug ineffective,1
NODOZ,Diarrhoea,1
NODOZ,Intentional overdose,1
NODOZ,Loss of consciousness,1
MIRTAZAPINE (UNKNOWN),Aggression,1
MIRTAZAPINE (UNKNOWN),Anger,1
MIRTAZAPINE (UNKNOWN),Blepharospasm,1
MIRTAZAPINE (UNKNOWN),Suicidal ideation,1
MIRTAZAPINE (UNKNOWN),Violence-related symptom,1
MORPHINE SULFATE EXTENDED-RELEASE TABLETS (RHODES 74-862),Blood pressure increased,1
MORPHINE SULFATE EXTENDED-RELEASE TABLETS (RHODES 74-862),Cerebrovascular accident,1
MORPHINE SULFATE EXTENDED-RELEASE TABLETS (RHODES 74-862),Pain,1
MYFORTIC,Kaposi^s sarcoma,1
NASACORT ALLERGY,Cardiac flutter,1
NODOZ,Rhabdomyolysis,1
NODOZ,Suicide attempt,1
NODOZ,Traumatic liver injury,1
NODOZ,Vomiting,1
NORVASC,Sleep disorder,1
NORVASC,Somnolence,1
NUVARING,Inappropriate schedule of drug administration,1
NUVARING,No adverse event,1
NUVIGIL,Reflux laryngitis,1
OMEPRAZEN,Febrile convulsion,1
OMEPRAZEN,Helicobacter infection,1
NEULASTA,Pneumonia,1
NEULASTA,Surgery,1
NEXPLANON,Implant site bruising,1
NEXPLANON,Implant site erythema,1
NEXPLANON,Implant site irritation,1
OMEPRAZOLE,Blood count abnormal,1
OMEPRAZOLE,Blood prolactin increased,1
OMEPRAZOLE,Breast enlargement,1
OMEPRAZOLE,Drug interaction,1
OMEPRAZOLE,Dyskinesia,1
OMEPRAZOLE,Dyspnoea,1
OMEPRAZOLE,Dysuria,1
OMEPRAZOLE,Fatigue,1
OMEPRAZOLE,Galactorrhoea,1
OMEPRAZOLE,Hyperhidrosis,1
OMEPRAZOLE,Hypomagnesaemia,1
OMEPRAZOLE,Muscle spasms,1
NODOZ,Nausea,1
NODOZ,Pneumonia aspiration,1
NODOZ,Renal failure acute,1
NODOZ,Restlessness,1
OMEPRAZOLE,Palpitations,1
OMEPRAZOLE,Platelet count decreased,1
OMEPRAZOLE,Swelling,1
OMEPRAZOLE,Tremor,1
OMEPRAZOLE,Weight increased,1
ONFI,Abnormal behaviour,1
ONFI,Activities of daily living impaired,1
ONFI,Adverse event,1
ONFI,Bradykinesia,1
ONFI,Crying,1
ONFI,Dermatillomania,1
ONFI,Drug interaction,1
OMEPRAZOLE,Abdominal pain,1
OMEPRAZOLE,Aggression,1
OMEPRAZOLE,Agitation,1
OMEPRAZOLE,Amenorrhoea,1
ONFI,Insomnia,1
ONFI,Irritability,1
ONFI,Lethargy,1
ONFI,Limb discomfort,1
ONFI,Memory impairment,1
ONFI,Muscular weakness,1
ONFI,Obsessive-compulsive disorder,1
ONFI,Product physical issue,1
ONFI (ORAL SUSPENSION),Increased bronchial secretion,1
OXALIPLATIN TEVA 5MG/ML,Dyspnoea,1
OXALIPLATIN TEVA 5MG/ML,Generalised erythema,1
OXALIPLATIN TEVA 5MG/ML,Infusion related reaction,1
OXALIPLATIN TEVA 5MG/ML,Macroglossia,1
OXALIPLATIN TEVA 5MG/ML,Pruritus,1
OMEPRAZOLE,Muscular weakness,1
OMEPRAZOLE,Ovarian germ cell cancer stage II,1
OXYGEN,Cough,1
OXYGEN,Epistaxis,1
OXYGEN,Haemoptysis,1
OXYGEN,Nasal congestion,1
OXYGEN,Nasal dryness,1
OXYTROL FOR WOMEN,Application site erythema,1
OXYTROL FOR WOMEN,Application site pruritus,1
OXYTROL FOR WOMEN,Dermatitis contact,1
OXYTROL FOR WOMEN,Erythema,1
OXYTROL FOR WOMEN,Inappropriate schedule of drug administration,1
OXYTROL FOR WOMEN,Product adhesion issue,1
OXYTROL FOR WOMEN,Pruritus,1
OXYTROL FOR WOMEN,Wrong technique in drug usage process,1
PACLITAXEL,Anaemia,1
ONFI,Drug level increased,1
ONFI,Incorrect dose administered,1
ADCIRCA,Malaise,1
PACLITAXEL,Bronchospasm,1
PACLITAXEL,Diarrhoea,1
PACLITAXEL,Discomfort,1
PACLITAXEL,Drug hypersensitivity,1
PACLITAXEL,Gastrointestinal obstruction,1
PACLITAXEL,General physical health deterioration,1
PACLITAXEL,Myalgia,1
PACLITAXEL,Nail toxicity,1
PACLITAXEL,Neuropathy peripheral,1
PACLITAXEL,Palmar-plantar erythrodysaesthesia syndrome,1
PACLITAXEL,Rash,1
PACLITAXEL,Skin toxicity,1
PACLITAXEL,Type IV hypersensitivity reaction,1
PARACETAMOL,Rectocele,1
OXYGEN,Asthenia,1
PACLITAXEL,Asthenia,1
ALENDRONIC ACID,Exposure during pregnancy,1
ALENDRONIC ACID,Foetal cardiac disorder,1
ALENDRONIC ACID,Off label use,1
ALLOPURINOL,Diarrhoea,1
ALLOPURINOL,Gout,1
ALLOPURINOL,Headache,1
ALLOPURINOL,Muscle abscess,1
ALLOPURINOL,Platelet count decreased,1
AMBRISENTAN,Cardiac disorder,1
AMBRISENTAN,Death,1
AMIODARONE HCL,Diabetes mellitus,1
AMIODARONE HCL,Hyperthyroidism,1
AMITRIPTYLINE,Abdominal pain,1
AMITRIPTYLINE,Anxiety,1
ADCIRCA,Dyspnoea,1
PLAN B ONE-STEP,Malaise,1
PLAN B ONE-STEP,Menstruation delayed,1
PLAN B ONE-STEP,Nausea,1
PLAN B ONE-STEP,Vomiting,1
PARACETAMOLO,Asthenia,1
PARACETAMOLO,Dysuria,1
PARACETAMOLO,Pleural effusion,1
PARACETAMOLO,Pyrexia,1
PARACETAMOLO,Weight decreased,1
PARAGARD 380A,Anaphylactic reaction,1
PARAGARD 380A,Back pain,1
PARAGARD 380A,Device breakage,1
PARAGARD 380A,Dizziness,1
PARAGARD 380A,Medical device complication,1
PARAGARD 380A,Menorrhagia,1
PACLITAXEL,Arthralgia,1
PRADAXA,Fall,1
PRADAXA,Gamma-glutamyltransferase increased,1
PRADAXA,Haematochezia,1
PRADAXA,Hiccups,1
PRADAXA,Melaena,1
PARAGARD 380A,Metrorrhagia,1
PEGINTRON,Asthenia,1
PEGINTRON,Dizziness,1
PEGINTRON,Nausea,1
PEGINTRON,Pain,1
PEGINTRON,Pruritus,1
PEGINTRON,Pyrexia,1
PHILLIPS^ MILK OF MAGNESIA LIQUID ORIGINAL,Diarrhoea,1
PHILLIPS^ MILK OF MAGNESIA LIQUID ORIGINAL,Drug ineffective,1
PHILLIPS^ MILK OF MAGNESIA LIQUID ORIGINAL,Intestinal haemorrhage,1
PLAN B ONE-STEP,Cough,1
PREDNISOLONE,Type 2 diabetes mellitus,1
PREDNISONE,Diarrhoea,1
PREDNISONE,Loss of consciousness,1
PREDNISONE,Mental status changes,1
PREDNISONE,Pneumonia staphylococcal,1
PLAVIX,Chronic gastritis,1
PLAVIX,Hyperkalaemia,1
PLAVIX,Iron deficiency anaemia,1
PLAVIX,Renal impairment,1
POLOCARD,Acute myocardial infarction,1
PRADAXA,Anorectal discomfort,1
PRADAXA,Blood alkaline phosphatase increased,1
PRADAXA,Cerebrovascular accident,1
PRADAXA,Deafness,1
PRADAXA,Diverticulum,1
PRADAXA,Ear injury,1
PROAIR HFA,Large intestine polyp,1
PROCARDIA,Drug hypersensitivity,1
PROLIA,Drug ineffective,1
PROLIA,Femoral neck fracture,1
PROLIA,Osteoarthritis,1
PROPECIA,Anxiety,1
PROPECIA,Back pain,1
PROPECIA,Benign prostatic hyperplasia,1
PROPECIA,Blood cholesterol increased,1
PRADAXA,Pain in extremity,1
PRADAXA,Proctalgia,1
PRADAXA,Rectal haemorrhage,1
PRADAXA,Transaminases increased,1
PRAMIPEXOLE,Dyspnoea,1
PRAMIPEXOLE,Oedema peripheral,1
PRAMIPEXOLE,Right ventricular failure,1
PROPECIA,Insomnia,1
PROPECIA,Sexual dysfunction,1
PROPECIA,Tri-iodothyronine uptake increased,1
PROPECIA,Type 2 diabetes mellitus,1
PROPECIA,Urinary tract obstruction,1
PROVENTIL,Acute respiratory failure,1
PROVENTIL,Bronchitis,1
PROVENTIL,Bronchitis pneumococcal,1
PROVENTIL,Chronic obstructive pulmonary disease,1
PROVENTIL,Endotracheal intubation,1
PREDNISONE,Respiratory failure,1
PREMARIN,Reaction to drug excipients,1
PRINIVIL,Exposure during pregnancy,1
PRISTIQ,Drug ineffective,1
PROAIR HFA,Blood potassium increased,1
PROAIR HFA,Diarrhoea,1
REBIF,Adverse reaction,1
REBIF,Amnesia,1
REBIF,Antipsychotic drug level above therapeutic,1
REBIF,Antipsychotic drug level below therapeutic,1
REBIF,Aphasia,1
REBIF,Bronchitis,1
REBIF,Central nervous system lesion,1
REBIF,Conversion disorder,1
REBIF,Convulsion,1
REBIF,Dizziness,1
PROPECIA,Blood testosterone free decreased,1
PROPECIA,Cognitive disorder,1
PROPECIA,Depression,1
PROPECIA,Drug dependence,1
PROPECIA,Erectile dysfunction,1
PROPECIA,Hepatitis C,1
REBIF,Influenza,1
REBIF,Injection site bruising,1
REBIF,Injection site haemorrhage,1
REBIF,Injection site pain,1
REBIF,Injection site reaction,1
REBIF,Irritability,1
REBIF,Loss of consciousness,1
REBIF,Malaise,1
REBIF,Memory impairment,1
REBIF,Mental disorder,1
PROVENTIL,Hyperglycaemia,1
QUETIAPINE (UNKNOWN),Mixed liver injury,1
RAMIPRIL,Musculoskeletal stiffness,1
RAMIPRIL,Myalgia,1
RAMIPRIL,Subdural haematoma,1
RANOLAZINE,Death,1
REBIF,Type 2 diabetes mellitus,1
REBIF,Uterine leiomyoma,1
REBIF,Vision blurred,1
REBIF,Visual impairment,1
REBIF,Wrong technique in drug usage process,1
REMERGIL,Myoclonus,1
REMERGIL,Seizure like phenomena,1
REMODULIN,Diarrhoea,1
REMODULIN,Muscle spasms,1
REMODULIN,Oedema peripheral,1
REBIF,Endometriosis,1
REBIF,Fall,1
REBIF,Fatigue,1
REBIF,Feeling abnormal,1
REBIF,Gait disturbance,1
REBIF,Headache,1
REVATIO,Headache,1
REVATIO,Hypotension,1
REVATIO,Malaise,1
REVATIO,Nasopharyngitis,1
REVATIO,Rash,1
REVATIO,Tinnitus,1
REVATIO,Unevaluable event,1
REVLIMID,Arrhythmia,1
REVLIMID,Death,1
REVLIMID,Dyspnoea,1
REBIF,Pain,1
REBIF,Pyrexia,1
REBIF,Speech disorder,1
REBIF,Suicidal ideation,1
REBIF,Suicide attempt,1
REBIF,Syncope,1
REVLIMID,Plasma cell myeloma,1
REVLIMID,Pneumonia,1
REVLIMID,Respiratory disorder,1
RIBAVIRIN,Dizziness,1
RIBAVIRIN,Headache,1
RIBAVIRIN,Nausea,1
RIBAVIRIN,Renal impairment,1
RITUXIMAB,Disease progression,1
ROACTEMRA,Aortic dissection,1
ROACTEMRA,Blood fibrinogen decreased,1
REMODULIN,Pain in extremity,1
REVATIO,Abdominal distension,1
REVATIO,Cough,1
REVATIO,Diarrhoea,1
REVATIO,Fatigue,1
REVATIO,Fluid retention,1
SABRIL (FOR ORAL SOLUTION),Acidosis,1
SABRIL (FOR ORAL SOLUTION),Arrhythmia,1
SABRIL (FOR ORAL SOLUTION),Cardiac arrest,1
SABRIL (FOR ORAL SOLUTION),Drug dose omission,1
SABRIL (FOR ORAL SOLUTION),Insomnia,1
SABRIL (FOR ORAL SOLUTION),Irritability,1
SABRIL (FOR ORAL SOLUTION),Respiratory distress,1
SABRIL (FOR ORAL SOLUTION),Status epilepticus,1
SABRIL (FOR ORAL SOLUTION),Tonsillectomy,1
SAMSCA,Ventricular tachycardia,1
SANDOSTATIN LAR,General physical health deterioration,1
SANDOSTATIN LAR,Malignant neoplasm progression,1
REVLIMID,Foot deformity,1
REVLIMID,Influenza,1
REVLIMID,Lung infection,1
REVLIMID,Overdose,1
ADCIRCA,Pruritus,1
ADCIRCA,Rash,1
ADCIRCA,Unevaluable event,1
ADIRO 100,Hypoacusis,1
AFINITOR,Death,1
AFRIN NO DRIP,Drug ineffective,1
ALENDRONATE SODIUM,Bone graft,1
ALENDRONATE SODIUM,Femur fracture,1
ALENDRONATE SODIUM,Gingival recession,1
ALENDRONATE SODIUM,Intramedullary rod insertion,1
ALENDRONATE SODIUM,Low turnover osteopathy,1
ALENDRONATE SODIUM,Osteoporosis,1
ALENDRONATE SODIUM,Periodontal operation,1
ALENDRONATE SODIUM,Reflux laryngitis,1
ACLASTA,Histiocytosis haematophagic,1
SABRIL (FOR ORAL SOLUTION),Abnormal behaviour,1
SANDOSTATIN LAR DEPOT,Anaemia,1
SANDOSTATIN LAR DEPOT,Asthenia,1
SANDOSTATIN LAR DEPOT,Blood cholesterol abnormal,1
SANDOSTATIN LAR DEPOT,Blood sodium decreased,1
SANDOSTATIN LAR DEPOT,Blood triglycerides abnormal,1
SANDOSTATIN LAR DEPOT,Bone disorder,1
SANDOSTATIN LAR DEPOT,Cholelithiasis,1
SANDOSTATIN LAR DEPOT,Confusional state,1
SANDOSTATIN LAR DEPOT,Cough,1
SANDOSTATIN LAR DEPOT,Death,1
SANDOSTATIN LAR DEPOT,Diabetes mellitus,1
SANDOSTATIN LAR DEPOT,Dyspnoea,1
SANDOSTATIN LAR DEPOT,Hepatic mass,1
SANDOSTATIN LAR DEPOT,Hip fracture,1
ROCURONIUM BROMIDE,Anaphylactic reaction,1
ROCURONIUM BROMIDE,Cardiac arrest,1
SOLIRIS,Dialysis,1
SANDOSTATIN LAR DEPOT,Hyperglycaemia,1
SANDOSTATIN LAR DEPOT,Inappropriate antidiuretic hormone secretion,1
SANDOSTATIN LAR DEPOT,Muscular weakness,1
SANDOSTATIN LAR DEPOT,Nasopharyngitis,1
SANDOSTATIN LAR DEPOT,Pain,1
SANDOSTATIN LAR DEPOT,Palpitations,1
SANDOSTATIN LAR DEPOT,Patient-device incompatibility,1
SANDOSTATIN LAR DEPOT,Thirst,1
SANDOSTATIN LAR DEPOT,Urinary tract infection,1
SANDOSTATIN LAR DEPOT,Weight decreased,1
SELARA,Fibroadenoma of breast,1
SELARA,Off label use,1
"SEVOFLURANE, USP",Hyperthermia malignant,1
SIMULECT,Death,1
SINEMET,Dehydration,1
SOLIRIS,Myelodysplastic syndrome,1
SINEMET,Drug dose omission,1
SINEMET,Dyskinesia,1
SINEMET,Dysphagia,1
SINEMET,Hypokinesia,1
SINEMET,Loss of consciousness,1
SINEMET,Paralysis,1
SINEMET,Quality of life decreased,1
SINEMET,Speech disorder,1
SINEMET,Withdrawal syndrome,1
SODIUM VALPROATE (UNKNOWN),Hepatocellular injury,1
SOLIRIS,Abdominal pain,1
SOLIRIS,Bronchitis,1
SOLIRIS,Chills,1
SOLIRIS,Cold agglutinins,1
SOLIRIS,Cough,1
SOLUMEDROL,Multiple sclerosis,1
SOLUMEDROL,Weight decreased,1
SPIRIVA,Coeliac disease,1
SOLIRIS,Diarrhoea,1
SOLIRIS,Disease progression,1
SOLIRIS,Drug ineffective,1
SOLIRIS,Dysphagia,1
SOLIRIS,Dyspnoea,1
SOLIRIS,Haematocrit decreased,1
SOLIRIS,Haemoglobin decreased,1
SOLIRIS,Headache,1
SOLIRIS,Hypotension,1
SOLIRIS,Immune thrombocytopenic purpura,1
SOLIRIS,Influenza like illness,1
SOLIRIS,Jaundice,1
SOLIRIS,Muscle spasms,1
SUTENT,Death,1
SUTENT,Pain,1
SYNAGIS,Apnoea,1
SOLIRIS,Nausea,1
SOLIRIS,Night sweats,1
SOLIRIS,Packed red blood cell transfusion,1
SOLIRIS,Pain,1
SOLIRIS,Post procedural haemorrhage,1
SOLIRIS,Pseudolymphoma,1
SOLIRIS,Pyrexia,1
SOLIRIS,Splenectomy,1
SOLIRIS,Splenomegaly,1
SOLIRIS,Weight increased,1
SOLIRIS,White blood cell count decreased,1
SOLUMEDROL,Loss of consciousness,1
SOLUMEDROL,Malnutrition,1
TASIGNA,Death,1
TASIGNA,Drug ineffective,1
TASIGNA,General physical health deterioration,1
TASIGNA,Malaise,1
TASIGNA,Overdose,1
TAVEGIL,Hypotension,1
TEGRETOL,Affect lability,1
SPIRIVA,Cough,1
SPIRIVA,Dry mouth,1
SPIRIVA,Dyspnoea,1
SPIRIVA,Exercise tolerance decreased,1
SPIRIVA,Fall,1
SPIRIVA,Musculoskeletal chest pain,1
STELARA,Drug eruption,1
SULFASALAZINE,Rash,1
SULFASALAZINE,Skin discolouration,1
TEGRETOL,Erythema,1
TEGRETOL,Fall,1
TEGRETOL,Gait disturbance,1
TEGRETOL,General physical health deterioration,1
TEGRETOL,Lip discolouration,1
TEGRETOL,Mental impairment,1
TEGRETOL,Quality of life decreased,1
SYNAGIS,Bronchiolitis,1
SYNAGIS,Cyanosis,1
SYNAGIS,Inguinal hernia,1
SYNAGIS,Oedema genital,1
SYNAGIS,Rhinorrhoea,1
SYNAGIS,Umbilical hernia,1
TACROLIMUS (WATSON LABORATORIES),Cerebral haemorrhage,1
TACROLIMUS (WATSON LABORATORIES),Posterior reversible encephalopathy syndrome,1
TACROLIMUS (WATSON LABORATORIES),Subarachnoid haemorrhage,1
"TIENAM 500MG/500MG, POUDRE POUR PERFUSION",Linear IgA disease,1
TIZANIDINE (TIZANIDINE),Cerebrovascular accident,1
TIZANIDINE (TIZANIDINE),Migraine,1
TIZANIDINE (TIZANIDINE),Presyncope,1
TIZANIDINE (TIZANIDINE),Syncope,1
TOBI,Chest discomfort,1
TOBI,Lung infection,1
TOBI,Malaise,1
TEGRETOL,Anticonvulsant drug level decreased,1
TEGRETOL,Central nervous system lesion,1
TEGRETOL,Cognitive disorder,1
TEGRETOL,Disorientation,1
TEGRETOL,Drug effect decreased,1
TEGRETOL,Drug withdrawal syndrome,1
TEGRETOL,Dyspnoea,1
TEGRETOL,Epilepsy,1
TYVASO,Dyspnoea exertional,1
TYVASO,Headache,1
TYVASO,Heart rate increased,1
TYVASO,Oxygen saturation decreased,1
TYVASO,Palpitations,1
VALPROATE SEMISODIUM,Affective disorder,1
VALPROATE SEMISODIUM,Carnitine deficiency,1
VALPROATE SEMISODIUM,Condition aggravated,1
TEGRETOL,Skin discolouration,1
TEGRETOL,Speech disorder,1
TEGRETOL,Status epilepticus,1
TEGRETOL,Tooth loss,1
TEGRETOL,Vertigo,1
TEMODAL,Death,1
THERAFLU EXTRAGRIP,Generalised erythema,1
THERAFLU EXTRAGRIP,Rash pruritic,1
VARENICLINE TARTRATE,Nervousness,1
VENLAFAXINE HCL,Drug ineffective,1
VIAGRA,Drug ineffective,1
VIAGRA,Erection increased,1
VIAGRA,Headache,1
VIAGRA,Painful erection,1
VICODIN,Adnexa uteri pain,1
VICODIN,Drug ineffective,1
VICODIN,Dyspareunia,1
VICODIN,Embedded device,1
VICODIN,Injury,1
VICODIN,Ovarian cyst,1
TOBI,Pulmonary function test decreased,1
TOFACITINIB CITRATE,Osteomyelitis,1
TREANDA,Neuropathy peripheral,1
TYVASO,Dizziness,1
VOVERAN,Multi-organ failure,1
WARFARIN,Haemorrhage,1
WARFARIN,International normalised ratio fluctuation,1
WARFARIN,Otorrhoea,1
XALKORI,Dizziness,1
XARELTO,Cerebral haemorrhage,1
XARELTO,Cerebrovascular accident,1
XARELTO,Death,1
XARELTO,Drooling,1
XELJANZ,Abdominal discomfort,1
XELJANZ,Headache,1
XELJANZ,Oral mucosal blistering,1
VALPROATE SEMISODIUM,Hyperammonaemia,1
VALPROATE SEMISODIUM,Irritability,1
VARENICLINE TARTRATE,Feeling abnormal,1
VARENICLINE TARTRATE,"Hallucination, auditory",1
XGEVA,Osteonecrosis of jaw,1
YASMIN,Abdominal pain,1
YASMIN,Anxiety,1
YASMIN,Deep vein thrombosis,1
YASMIN,Emotional distress,1
YASMIN,General physical health deterioration,1
YASMIN,Injury,1
YASMIN,Pain,1
YASMIN,Thrombosis,1
YAZ,Axillary vein thrombosis,1
YAZ,Cerebral venous thrombosis,1
YAZ,Deep vein thrombosis,1
VICODIN,Pain,1
VICODIN,Pregnancy with contraceptive device,1
VOVERAN,Acute respiratory distress syndrome,1
VOVERAN,General physical health deterioration,1
ZOLINZA,Drug dose omission,1
5-FLUOROURACIL,Ileus paralytic,1
70% DEXTROSE INJECTION USP,Product compounding quality issue,1
ABATACEPT SUBQ INJECTION 125MG/ML,Sepsis,1
ABRAXANE,Dizziness,1
ACETAMINOPHEN,Adenoviral haemorrhagic cystitis,1
ACETAMINOPHEN,Pyrexia,1
ACLASTA,Abasia,1
ACLASTA,Anaemia,1
ACLASTA,Bronchopulmonary aspergillosis,1
ACLASTA,Coma,1
ACLASTA,Crohn^s disease,1
ACLASTA,Diarrhoea,1
ACLASTA,Headache,1
XELODA,Death,1
XGEVA,Metastases to bone,1
YAZ,Peripheral swelling,1
YAZ,Pulmonary embolism,1
YAZ,Subclavian vein thrombosis,1
YAZ,Thrombosis,1
ZEGERID OTC CAPSULES,Drug ineffective,1
ZERIT,CD4 lymphocytes decreased,1
ZERIT,Fat redistribution,1
ZERIT,Lipodystrophy acquired,1
ZERIT,Multifocal motor neuropathy,1
ZERIT,Muscle atrophy,1
ZERIT,Unevaluable event,1
70% DEXTROSE INJECTION USP,Incorrect dosage administered,1
70% DEXTROSE INJECTION USP,No adverse event,1
ZETIA,Pruritus,1
ZETIA,Rash,1
ZITHROMAX,Drug hypersensitivity,1
